Country or Area,Year,Value,Value Footnotes
Rwanda,1992,2029026957,
Rwanda,1993,1971525718,
Rwanda,1994,753636370.6,
Rwanda,1995,1293535192,
Rwanda,1996,1382334879,
Rwanda,1997,1851558199,
Rwanda,1998,1989343548,
Rwanda,1999,1817655192,
Rwanda,2000,1734938190,
Rwanda,2001,1674685126,
Rwanda,2002,1677447003,
Rwanda,2003,1845979351,
Rwanda,2004,2089188921,
Rwanda,2005,2581286407,
Rwanda,2006,3111191406,
Rwanda,2007,3738146669,
Rwanda,2008,4711735377,
Rwanda,2009,5252677065,
Rwanda,2010,5624506157,
Rwanda,2011,6354119344,
Rwanda,2012,7103000861,
Samoa,1982,108006925.4,
Samoa,1983,99668848.77,
Samoa,1984,97298513.65,
Samoa,1985,85156795.76,
Samoa,1986,89947043.68,
Samoa,1987,99540468.21,
Samoa,1988,118518518.7,
Samoa,1989,109494843.3,
Samoa,1990,112058888.2,
Samoa,1991,111908236,
Samoa,1992,117883207.9,
Samoa,1993,118613703.6,
Samoa,1994,197000394.5,
Samoa,1995,200357402.8,
Samoa,1996,222670196.5,
Samoa,1997,254361347.2,
Samoa,1998,240113812.9,
Samoa,1999,230621434.5,
Samoa,2000,239698992.4,
Samoa,2001,243324190.3,
Samoa,2002,256677700.1,
Samoa,2003,301905953,
Samoa,2004,374507187.9,
Samoa,2005,412220560.3,
Samoa,2006,453082900.1,
Samoa,2007,490916834.7,
Samoa,2008,573946224.5,
Samoa,2009,500992499.2,
Samoa,2010,572160378.3,
Samoa,2011,634156046.8,
Samoa,2012,677041350.7,
San Marino,1999,853373879.7,
San Marino,2000,773907642.4,
San Marino,2001,815205233.1,
San Marino,2002,879957209.9,
San Marino,2003,1122981525,
San Marino,2004,1317357835,
San Marino,2005,1375416604,
San Marino,2006,1469075398,
San Marino,2007,1687653983,
San Marino,2008,1899809580,
Sao Tome and Principe,2000,76709304.53,
Sao Tome and Principe,2001,76460376.96,
Sao Tome and Principe,2002,90713303.06,
Sao Tome and Principe,2003,97994011.64,
Sao Tome and Principe,2004,106764253.8,
Sao Tome and Principe,2005,113808749.4,
Sao Tome and Principe,2006,124184906.7,
Sao Tome and Principe,2007,144259256.7,
Sao Tome and Principe,2008,183464986.4,
Sao Tome and Principe,2009,196473838.9,
Sao Tome and Principe,2010,201037916.6,
Sao Tome and Principe,2011,248286778.2,
Sao Tome and Principe,2012,263729026.5,
Saudi Arabia,1968,4187777707,
Saudi Arabia,1969,4485777636,
Saudi Arabia,1970,5014444260,
Saudi Arabia,1971,6797048700,
Saudi Arabia,1972,9230601616,
Saudi Arabia,1973,14441807079,
Saudi Arabia,1974,44990986123,
Saudi Arabia,1975,46528882433,
Saudi Arabia,1976,63838242167,
Saudi Arabia,1977,74028820450,
Saudi Arabia,1978,80087657404,
Saudi Arabia,1979,1.1172E+11,
Saudi Arabia,1980,1.64308E+11,
Saudi Arabia,1981,1.83939E+11,
Saudi Arabia,1982,1.52907E+11,
Saudi Arabia,1983,1.2886E+11,
Saudi Arabia,1984,1.19293E+11,
Saudi Arabia,1985,1.03898E+11,
Saudi Arabia,1986,86961925508,
Saudi Arabia,1987,85695864946,
Saudi Arabia,1988,88256073926,
Saudi Arabia,1989,95344461902,
Saudi Arabia,1990,1.16778E+11,
Saudi Arabia,1991,1.31336E+11,
Saudi Arabia,1992,1.36304E+11,
Saudi Arabia,1993,1.32151E+11,
Saudi Arabia,1994,1.34327E+11,
Saudi Arabia,1995,1.42458E+11,
Saudi Arabia,1996,1.57743E+11,
Saudi Arabia,1997,1.64994E+11,
Saudi Arabia,1998,1.45773E+11,
Saudi Arabia,1999,1.60957E+11,
Saudi Arabia,2000,1.88442E+11,
Saudi Arabia,2001,1.83012E+11,
Saudi Arabia,2002,1.88551E+11,
Saudi Arabia,2003,2.14573E+11,
Saudi Arabia,2004,2.58742E+11,
Saudi Arabia,2005,3.2846E+11,
Saudi Arabia,2006,3.769E+11,
Saudi Arabia,2007,4.15909E+11,
Saudi Arabia,2008,5.19797E+11,
Saudi Arabia,2009,4.29098E+11,
Saudi Arabia,2010,5.26811E+11,
Saudi Arabia,2011,6.69507E+11,
Saudi Arabia,2012,7.1105E+11,
Senegal,1960,792824703,
Senegal,1961,836493103.7,
Senegal,1962,857426088.9,
Senegal,1963,886387334.3,
Senegal,1964,939145912.1,
Senegal,1965,955834759.7,
Senegal,1966,984942841.5,
Senegal,1967,984605218.3,
Senegal,1968,1034293671,
Senegal,1969,983621121,
Senegal,1970,1024832778,
Senegal,1971,1058120594,
Senegal,1972,1280328106,
Senegal,1973,1471913586,
Senegal,1974,1658273944,
Senegal,1975,2235746641,
Senegal,1976,2266860710,
Senegal,1977,2320786618,
Senegal,1978,2591178825,
Senegal,1979,3226677957,
Senegal,1980,3503282842,
Senegal,1981,3176771658,
Senegal,1982,3109677903,
Senegal,1983,2774198931,
Senegal,1984,2705535968,
Senegal,1985,2962200082,
Senegal,1986,4189860373,
Senegal,1987,5040708746,
Senegal,1988,4985152887,
Senegal,1989,4913065118,
Senegal,1990,5716644525,
Senegal,1991,5617235857,
Senegal,1992,6004885304,
Senegal,1993,5678828410,
Senegal,1994,3877196945,
Senegal,1995,4878718880,
Senegal,1996,5065830114,
Senegal,1997,4672504142,
Senegal,1998,5030344291,
Senegal,1999,5144045093,
Senegal,2000,4679604922,
Senegal,2001,4877602012,
Senegal,2002,5333862344,
Senegal,2003,6857946284,
Senegal,2004,8029978032,
Senegal,2005,8699015967,
Senegal,2006,9369573437,
Senegal,2007,11319748340,
Senegal,2008,13386346544,
Senegal,2009,12769040890,
Senegal,2010,12855297513,
Senegal,2011,14448390591,
Senegal,2012,14159758386,
Serbia,1997,21380951576,
Serbia,1998,16204161184,
Serbia,1999,17632705913,
Serbia,2000,6082791506,
Serbia,2001,11390468619,
Serbia,2002,15102567925,
Serbia,2003,19550781969,
Serbia,2004,23649854234,
Serbia,2005,25234408773,
Serbia,2006,29221081587,
Serbia,2007,38952093544,
Serbia,2008,47760580366,
Serbia,2009,40249479880,
Serbia,2010,36990001284,
Serbia,2011,43291846196,
Serbia,2012,37488935010,
Seychelles,1960,12012025.25,
Seychelles,1961,11592024.36,
Seychelles,1962,12642026.57,
Seychelles,1963,13923029.26,
Seychelles,1964,15393032.35,
Seychelles,1965,15603032.8,
Seychelles,1966,16443034.56,
Seychelles,1967,16632032.81,
Seychelles,1968,16074027.35,
Seychelles,1969,16452027.99,
Seychelles,1970,18432031.36,
Seychelles,1971,21965951.72,
Seychelles,1972,30645121.01,
Seychelles,1973,36896278.22,
Seychelles,1974,43134498.69,
Seychelles,1975,47803145.96,
Seychelles,1976,49278979.55,
Seychelles,1977,64526398.66,
Seychelles,1978,85552369.91,
Seychelles,1979,127261099.2,
Seychelles,1980,147357222.8,
Seychelles,1981,154902869,
Seychelles,1982,147912069.8,
Seychelles,1983,146712850.5,
Seychelles,1984,151313242,
Seychelles,1985,168901555.9,
Seychelles,1986,207842528.8,
Seychelles,1987,249267486.2,
Seychelles,1988,283826707.2,
Seychelles,1989,304832867.4,
Seychelles,1990,368584758.9,
Seychelles,1991,374340060.2,
Seychelles,1992,433660138.2,
Seychelles,1993,469262637.8,
Seychelles,1994,482687575.3,
Seychelles,1995,508234503.5,
Seychelles,1996,499418173.8,
Seychelles,1997,562954169.8,
Seychelles,1998,608358684.5,
Seychelles,1999,622975776.4,
Seychelles,2000,614877971.2,
Seychelles,2001,618433501,
Seychelles,2002,698083345,
Seychelles,2003,703096502.6,
Seychelles,2004,839319935.2,
Seychelles,2005,919103262,
Seychelles,2006,1016419769,
Seychelles,2007,1033635773,
Seychelles,2008,967211974.9,
Seychelles,2009,847424851.5,
Seychelles,2010,973337493.4,
Seychelles,2011,1059604732,
Seychelles,2012,1032178034,
Sierra Leone,1960,322009478.1,
Sierra Leone,1961,327834752.4,
Sierra Leone,1962,342721625.6,
Sierra Leone,1963,348546926,
Sierra Leone,1964,371848127.8,
Sierra Leone,1965,359379856.3,
Sierra Leone,1966,375479849.8,
Sierra Leone,1967,348795303,
Sierra Leone,1968,329860135,
Sierra Leone,1969,408690163.3,
Sierra Leone,1970,434410366.4,
Sierra Leone,1971,419549387,
Sierra Leone,1972,465381103.6,
Sierra Leone,1973,575230251.3,
Sierra Leone,1974,648590625.9,
Sierra Leone,1975,679335916.4,
Sierra Leone,1976,594895649.2,
Sierra Leone,1977,691777759.3,
Sierra Leone,1978,960728331.3,
Sierra Leone,1979,1109374711,
Sierra Leone,1980,1100685875,
Sierra Leone,1981,1114830500,
Sierra Leone,1982,1295361912,
Sierra Leone,1983,995104288.4,
Sierra Leone,1984,1087471849,
Sierra Leone,1985,856890497.1,
Sierra Leone,1986,490181456.6,
Sierra Leone,1987,701307601.9,
Sierra Leone,1988,1055083946,
Sierra Leone,1989,932974412.4,
Sierra Leone,1990,649644826.8,
Sierra Leone,1991,779981538.2,
Sierra Leone,1992,679997997.6,
Sierra Leone,1993,768812334.8,
Sierra Leone,1994,911915970.7,
Sierra Leone,1995,870758739.4,
Sierra Leone,1996,941742152.7,
Sierra Leone,1997,850218033.6,
Sierra Leone,1998,672375927.4,
Sierra Leone,1999,669384768.9,
Sierra Leone,2000,635874002.2,
Sierra Leone,2001,1079478388,
Sierra Leone,2002,1239004288,
Sierra Leone,2003,1371442566,
Sierra Leone,2004,1431208677,
Sierra Leone,2005,1627853086,
Sierra Leone,2006,1887429110,
Sierra Leone,2007,2157944721,
Sierra Leone,2008,2504381637,
Sierra Leone,2009,2454531383,
Sierra Leone,2010,2575466372,
Sierra Leone,2011,2938747215,
Sierra Leone,2012,3796030045,
Singapore,1960,649592148.1,
Singapore,1961,745379362.4,
Singapore,1962,751691053.2,
Singapore,1963,847568542.1,
Singapore,1964,855382996.5,
Singapore,1965,974186784.2,
Singapore,1966,1095902965,
Singapore,1967,1237415176,
Singapore,1968,1425020122,
Singapore,1969,1659044471,
Singapore,1970,1919496192,
Singapore,1971,2262529370,
Singapore,1972,2719900396,
Singapore,1973,3693760000,
Singapore,1974,5216837422,
Singapore,1975,5631116739,
Singapore,1976,6321005404,
Singapore,1977,6608805164,
Singapore,1978,7502213789,
Singapore,1979,9277974865,
Singapore,1980,11861065765,
Singapore,1981,14132149056,
Singapore,1982,16016926501,
Singapore,1983,17708667154,
Singapore,1984,19631102110,
Singapore,1985,19043841075,
Singapore,1986,18539281155,
Singapore,1987,20844839068,
Singapore,1988,25302099573,
Singapore,1989,30434923041,
Singapore,1990,36092962043,
Singapore,1991,43066242460,
Singapore,1992,49043269370,
Singapore,1993,59983977573,
Singapore,1994,69230583563,
Singapore,1995,80788992427,
Singapore,1996,94688546180,
Singapore,1997,1.04562E+11,
Singapore,1998,95823611618,
Singapore,1999,85963561402,
Singapore,2000,95922652586,
Singapore,2001,91148432628,
Singapore,2002,90582818234,
Singapore,2003,93362870573,
Singapore,2004,1.09336E+11,
Singapore,2005,1.23507E+11,
Singapore,2006,1.39021E+11,
Singapore,2007,1.68706E+11,
Singapore,2008,1.78924E+11,
Singapore,2009,1.94131E+11,
Singapore,2010,2.172E+11,
Singapore,2011,2.45024E+11,
Singapore,2012,2.74701E+11,
Slovak Republic,1982,6106406926,
Slovak Republic,1983,6130945239,
Slovak Republic,1984,5750481090,
Slovak Republic,1985,5827019554,
Slovak Republic,1986,7874148638,
Slovak Republic,1987,9480149423,
Slovak Republic,1988,10073854642,
Slovak Republic,1989,9769581998,
Slovak Republic,1990,11716492830,
Slovak Republic,1991,13119169442,
Slovak Republic,1992,14271366596,
Slovak Republic,1993,16145671514,
Slovak Republic,1994,19705254560,
Slovak Republic,1995,25253597386,
Slovak Republic,1996,27284429658,
Slovak Republic,1997,27039033647,
Slovak Republic,1998,29278281687,
Slovak Republic,1999,29947934157,
Slovak Republic,2000,28724041828,
Slovak Republic,2001,30318731991,
Slovak Republic,2002,34638306042,
Slovak Republic,2003,45837416479,
Slovak Republic,2004,56073225726,
Slovak Republic,2005,61328471583,
Slovak Republic,2006,69002095095,
Slovak Republic,2007,84108560088,
Slovak Republic,2008,97908891167,
Slovak Republic,2009,87239747152,
Slovak Republic,2010,87220529801,
Slovak Republic,2011,96034890186,
Slovak Republic,2012,91604615385,
Slovenia,1990,17381802758,
Slovenia,1991,12673485227,
Slovenia,1992,12522536279,
Slovenia,1993,12673039187,
Slovenia,1994,14385505626,
Slovenia,1995,20940864809,
Slovenia,1996,21149908176,
Slovenia,1997,20420238057,
Slovenia,1998,21747365515,
Slovenia,1999,22309684226,
Slovenia,2000,19979467790,
Slovenia,2001,20498926981,
Slovenia,2002,23136352386,
Slovenia,2003,29152072068,
Slovenia,2004,33837749815,
Slovenia,2005,35717733757,
Slovenia,2006,38945146500,
Slovenia,2007,47306799054,
Slovenia,2008,54606018255,
Slovenia,2009,49056152691,
Slovenia,2010,46999337748,
Slovenia,2011,50250069502,
Slovenia,2012,45280384615,
Solomon Islands,1967,25203524.03,
Solomon Islands,1968,28084252.76,
Solomon Islands,1969,28606411.4,
Solomon Islands,1971,50056882.82,
Solomon Islands,1972,40606712.05,
Solomon Islands,1973,55272108.84,
Solomon Islands,1974,84539332.28,
Solomon Islands,1975,74617096.48,
Solomon Islands,1976,83099107.91,
Solomon Islands,1977,93147039.25,
Solomon Islands,1978,111022090,
Solomon Islands,1979,151270207.9,
Solomon Islands,1980,168715353.1,
Solomon Islands,1981,187313261.3,
Solomon Islands,1982,188446092.1,
Solomon Islands,1983,180219397.5,
Solomon Islands,1984,252806783.4,
Solomon Islands,1985,232306861.2,
Solomon Islands,1986,210737869.7,
Solomon Islands,1987,238606299.6,
Solomon Islands,1988,310684273.7,
Solomon Islands,1989,332286760.9,
Solomon Islands,1990,302515026.9,
Solomon Islands,1991,320355090.6,
Solomon Islands,1992,378778047.2,
Solomon Islands,1993,410923236.2,
Solomon Islands,1994,464756638.5,
Solomon Islands,1995,519334096.7,
Solomon Islands,1996,565163750.6,
Solomon Islands,1997,567919502.8,
Solomon Islands,1998,471177008.1,
Solomon Islands,1999,482214092.3,
Solomon Islands,2000,435101217.2,
Solomon Islands,2001,400464593,
Solomon Islands,2002,341663053.8,
Solomon Islands,2003,332736306.5,
Solomon Islands,2004,375109694.5,
Solomon Islands,2005,413909879.3,
Solomon Islands,2006,456735444.9,
Solomon Islands,2007,586218381,
Solomon Islands,2008,645796657.5,
Solomon Islands,2009,601299089.8,
Solomon Islands,2010,678625481.7,
Solomon Islands,2011,866672433.3,
Solomon Islands,2012,1008424232,
Somalia,1960,180460950.4,
Somalia,1961,191660990.9,
Somalia,1962,203533070.7,
Somalia,1963,216147150,
Somalia,1964,229531201.9,
Somalia,1965,243725900.2,
Somalia,1966,257375899.4,
Somalia,1967,271781889.3,
Somalia,1968,286719887.9,
Somalia,1969,300230021.5,
Somalia,1970,316147885.3,
Somalia,1971,331104597,
Somalia,1972,416940946.6,
Somalia,1973,507028439.3,
Somalia,1974,467577426.6,
Somalia,1975,710850217.9,
Somalia,1976,807275799,
Somalia,1977,498550866.2,
Somalia,1978,564986077.5,
Somalia,1979,590419864,
Somalia,1980,603592653.9,
Somalia,1981,699112246.5,
Somalia,1982,774419565.9,
Somalia,1983,733901342,
Somalia,1984,788307226.8,
Somalia,1985,876404615,
Somalia,1986,930318731.6,
Somalia,1987,1009792743,
Somalia,1988,1038291312,
Somalia,1989,1092393020,
Somalia,1990,917044254,
South Africa,1960,7363240475,
South Africa,1961,7742786640,
South Africa,1962,8269859505,
South Africa,1963,9175047802,
South Africa,1964,10071641671,
South Africa,1965,11002595335,
South Africa,1966,11995195207,
South Africa,1967,13382594742,
South Africa,1968,14475993857,
South Africa,1969,16315592943,
South Africa,1970,17907392934,
South Africa,1971,19764631618,
South Africa,1972,20753098452,
South Africa,1973,28445480883,
South Africa,1974,35728950449,
South Africa,1975,36947551444,
South Africa,1976,35475199969,
South Africa,1977,39400150187,
South Africa,1978,45328400549,
South Africa,1979,55936738634,
South Africa,1980,80543504131,
South Africa,1981,86830012489,
South Africa,1982,80086547270,
South Africa,1983,86013096940,
South Africa,1984,85171208724,
South Africa,1985,67066232217,
South Africa,1986,79501624654,
South Africa,1987,1.04022E+11,
South Africa,1988,1.14631E+11,
South Africa,1989,1.24908E+11,
South Africa,1990,1.12014E+11,
South Africa,1991,1.20225E+11,
South Africa,1992,1.30513E+11,
South Africa,1993,1.30406E+11,
South Africa,1994,1.35778E+11,
South Africa,1995,1.51113E+11,
South Africa,1996,1.43732E+11,
South Africa,1997,1.48814E+11,
South Africa,1998,1.34296E+11,
South Africa,1999,1.33184E+11,
South Africa,2000,1.32878E+11,
South Africa,2001,1.18479E+11,
South Africa,2002,1.11101E+11,
South Africa,2003,1.68219E+11,
South Africa,2004,2.19093E+11,
South Africa,2005,2.47052E+11,
South Africa,2006,2.61007E+11,
South Africa,2007,2.86172E+11,
South Africa,2008,2.73142E+11,
South Africa,2009,2.83986E+11,
South Africa,2010,3.63241E+11,
South Africa,2011,4.01802E+11,
South Africa,2012,3.84313E+11,
South Sudan,2008,15264547017,
South Sudan,2009,11853260718,
South Sudan,2010,14971581963,
South Sudan,2011,19172620087,
South Sudan,2012,9337312682,
Spain,1960,12072126075,
Spain,1961,13834300571,
Spain,1962,16138545209,
Spain,1963,19074913948,
Spain,1964,21343844644,
Spain,1965,24756958695,
Spain,1966,28721062242,
Spain,1967,31647119228,
Spain,1968,31475548481,
Spain,1969,36038711600,
Spain,1970,39801889578,
Spain,1971,45264830484,
Spain,1972,57414244329,
Spain,1973,76354550595,
Spain,1974,94447579057,
Spain,1975,1.11442E+11,
Spain,1976,1.15064E+11,
Spain,1977,1.28601E+11,
Spain,1978,1.55933E+11,
Spain,1979,2.08366E+11,
Spain,1980,2.26003E+11,
Spain,1981,1.96915E+11,
Spain,1982,1.90302E+11,
Spain,1983,1.65984E+11,
Spain,1984,1.67102E+11,
Spain,1985,1.7554E+11,
Spain,1986,2.44019E+11,
Spain,1987,3.09486E+11,
Spain,1988,3.65231E+11,
Spain,1989,4.02706E+11,
Spain,1990,5.20968E+11,
Spain,1991,5.60396E+11,
Spain,1992,6.12584E+11,
Spain,1993,5.09819E+11,
Spain,1994,5.15146E+11,
Spain,1995,5.96751E+11,
Spain,1996,6.22429E+11,
Spain,1997,5.72638E+11,
Spain,1998,6.00839E+11,
Spain,1999,6.1788E+11,
Spain,2000,5.80345E+11,
Spain,2001,6.08856E+11,
Spain,2002,6.86296E+11,
Spain,2003,8.8384E+11,
Spain,2004,1.04461E+12,
Spain,2005,1.1308E+12,
Spain,2006,1.23635E+12,
Spain,2007,1.44143E+12,
Spain,2008,1.59342E+12,
Spain,2009,1.45596E+12,
Spain,2010,1.38011E+12,
Spain,2011,1.47688E+12,
Spain,2012,1.34935E+12,
Sri Lanka,1960,1419629929,
Sri Lanka,1961,1454342131,
Sri Lanka,1962,1458609620,
Sri Lanka,1963,1241387714,
Sri Lanka,1964,1321840726,
Sri Lanka,1965,1698319328,
Sri Lanka,1966,1751470588,
Sri Lanka,1967,1859465021,
Sri Lanka,1968,1801176471,
Sri Lanka,1969,1965546218,
Sri Lanka,1970,2296470588,
Sri Lanka,1971,2369308600,
Sri Lanka,1972,2553936348,
Sri Lanka,1973,2875625000,
Sri Lanka,1974,3574586466,
Sri Lanka,1975,3791298146,
Sri Lanka,1976,3591319857,
Sri Lanka,1977,4104509583,
Sri Lanka,1978,2733183857,
Sri Lanka,1979,3364611432,
Sri Lanka,1980,4024621900,
Sri Lanka,1981,4415844156,
Sri Lanka,1982,4768765017,
Sri Lanka,1983,5167913302,
Sri Lanka,1984,6043474843,
Sri Lanka,1985,5978460972,
Sri Lanka,1986,6405210564,
Sri Lanka,1987,6682167120,
Sri Lanka,1988,6978371581,
Sri Lanka,1989,6987267684,
Sri Lanka,1990,8032551173,
Sri Lanka,1991,9000362582,
Sri Lanka,1992,9703011636,
Sri Lanka,1993,10338679636,
Sri Lanka,1994,11717604209,
Sri Lanka,1995,13029697561,
Sri Lanka,1996,13897738375,
Sri Lanka,1997,15091930836,
Sri Lanka,1998,15794972847,
Sri Lanka,1999,15656342016,
Sri Lanka,2000,16330810304,
Sri Lanka,2001,15746224410,
Sri Lanka,2002,17102623876,
Sri Lanka,2003,18881765437,
Sri Lanka,2004,20662525941,
Sri Lanka,2005,24405791045,
Sri Lanka,2006,28279814925,
Sri Lanka,2007,32350248411,
Sri Lanka,2008,40713821540,
Sri Lanka,2009,42066209172,
Sri Lanka,2010,49565548868,
Sri Lanka,2011,59186877969,
Sri Lanka,2012,59421426075,
St. Kitts and Nevis,1960,12366635.58,
St. Kitts and Nevis,1961,12483301.96,
St. Kitts and Nevis,1962,12541635.15,
St. Kitts and Nevis,1963,12833301.08,
St. Kitts and Nevis,1964,13416632.95,
St. Kitts and Nevis,1965,13593932.43,
St. Kitts and Nevis,1966,14469078.29,
St. Kitts and Nevis,1967,16742338.59,
St. Kitts and Nevis,1968,14600000,
St. Kitts and Nevis,1969,15850000,
St. Kitts and Nevis,1970,16300000,
St. Kitts and Nevis,1971,19624746.42,
St. Kitts and Nevis,1972,22944848.51,
St. Kitts and Nevis,1973,24196018.48,
St. Kitts and Nevis,1974,31514856.72,
St. Kitts and Nevis,1975,33364054.13,
St. Kitts and Nevis,1976,30095602.18,
St. Kitts and Nevis,1977,29888888.36,
St. Kitts and Nevis,1978,34259258.65,
St. Kitts and Nevis,1979,39888888.18,
St. Kitts and Nevis,1980,47999999.15,
St. Kitts and Nevis,1981,56555554.56,
St. Kitts and Nevis,1982,59925924.87,
St. Kitts and Nevis,1983,59666665.61,
St. Kitts and Nevis,1984,70037035.8,
St. Kitts and Nevis,1985,77999998.62,
St. Kitts and Nevis,1986,94148146.49,
St. Kitts and Nevis,1987,108185183.3,
St. Kitts and Nevis,1988,126666664.4,
St. Kitts and Nevis,1989,143259256.7,
St. Kitts and Nevis,1990,159200364.6,
St. Kitts and Nevis,1991,164574444.5,
St. Kitts and Nevis,1992,181815558.3,
St. Kitts and Nevis,1993,198341104.7,
St. Kitts and Nevis,1994,221740748.7,
St. Kitts and Nevis,1995,230740736.7,
St. Kitts and Nevis,1996,245555551.2,
St. Kitts and Nevis,1997,275089909.1,
St. Kitts and Nevis,1998,287324366,
St. Kitts and Nevis,1999,305008729.1,
St. Kitts and Nevis,2000,416566954.4,
St. Kitts and Nevis,2001,455905601.7,
St. Kitts and Nevis,2002,478067954.1,
St. Kitts and Nevis,2003,461576906.5,
St. Kitts and Nevis,2004,497548516.6,
St. Kitts and Nevis,2005,536410666.4,
St. Kitts and Nevis,2006,636200897.7,
St. Kitts and Nevis,2007,685813410.9,
St. Kitts and Nevis,2008,736336167.7,
St. Kitts and Nevis,2009,709641109.6,
St. Kitts and Nevis,2010,715470721.2,
St. Kitts and Nevis,2011,748075269.7,
St. Kitts and Nevis,2012,748492571.9,
St. Lucia,1979,103444442.6,
St. Lucia,1980,133414812.5,
St. Lucia,1981,152244441.8,
St. Lucia,1982,143588880.4,
St. Lucia,1983,154503701,
St. Lucia,1984,197088885.4,
St. Lucia,1985,189166669.3,
St. Lucia,1986,225777773.8,
St. Lucia,1987,242385180.9,
St. Lucia,1988,273977784.8,
St. Lucia,1989,311511105.6,
St. Lucia,1990,397192573.7,
St. Lucia,1991,431470356.8,
St. Lucia,1992,477996270.1,
St. Lucia,1993,492029620.9,
St. Lucia,1994,517566663.5,
St. Lucia,1995,560811083.4,
St. Lucia,1996,566370360.4,
St. Lucia,1997,604411088.6,
St. Lucia,1998,657529594.3,
St. Lucia,1999,692507395.2,
St. Lucia,2000,764457723.4,
St. Lucia,2001,708290496.3,
St. Lucia,2002,723027643.1,
St. Lucia,2003,781338352.9,
St. Lucia,2004,858255380.4,
St. Lucia,2005,908558306.8,
St. Lucia,2006,1010301653,
St. Lucia,2007,1125157596,
St. Lucia,2008,1165051857,
St. Lucia,2009,1166885696,
St. Lucia,2010,1199537033,
St. Lucia,2011,1210998173,
St. Lucia,2012,1186225298,
St. Vincent and the Grenadines,1960,13066633.83,
St. Vincent and the Grenadines,1961,13999964.81,
St. Vincent and the Grenadines,1962,14524963.49,
St. Vincent and the Grenadines,1963,13708298.88,
St. Vincent and the Grenadines,1964,14758296.24,
St. Vincent and the Grenadines,1965,15108295.36,
St. Vincent and the Grenadines,1966,16099959.54,
St. Vincent and the Grenadines,1967,15835088.4,
St. Vincent and the Grenadines,1968,15350000,
St. Vincent and the Grenadines,1969,16650000,
St. Vincent and the Grenadines,1970,18450000,
St. Vincent and the Grenadines,1971,20051648.11,
St. Vincent and the Grenadines,1972,27585488.22,
St. Vincent and the Grenadines,1973,30165373.24,
St. Vincent and the Grenadines,1974,32924215.75,
St. Vincent and the Grenadines,1975,33237149.31,
St. Vincent and the Grenadines,1976,32792487.63,
St. Vincent and the Grenadines,1977,36537036.39,
St. Vincent and the Grenadines,1978,46599999.18,
St. Vincent and the Grenadines,1979,54511110.15,
St. Vincent and the Grenadines,1980,60307406.34,
St. Vincent and the Grenadines,1981,74799998.68,
St. Vincent and the Grenadines,1982,85448146.64,
St. Vincent and the Grenadines,1983,94044442.78,
St. Vincent and the Grenadines,1984,103499992.3,
St. Vincent and the Grenadines,1985,112881479.5,
St. Vincent and the Grenadines,1986,127974065.9,
St. Vincent and the Grenadines,1987,142329621.2,
St. Vincent and the Grenadines,1988,164574077.1,
St. Vincent and the Grenadines,1989,177296293.2,
St. Vincent and the Grenadines,1990,198207403.9,
St. Vincent and the Grenadines,1991,212492582.9,
St. Vincent and the Grenadines,1992,233188878.8,
St. Vincent and the Grenadines,1993,238774063.9,
St. Vincent and the Grenadines,1994,243255557.2,
St. Vincent and the Grenadines,1995,266481488.6,
St. Vincent and the Grenadines,1996,281518501.7,
St. Vincent and the Grenadines,1997,293070365.2,
St. Vincent and the Grenadines,1998,317851822.5,
St. Vincent and the Grenadines,1999,331866660.8,
St. Vincent and the Grenadines,2000,397447006.7,
St. Vincent and the Grenadines,2001,431017935,
St. Vincent and the Grenadines,2002,462641609.6,
St. Vincent and the Grenadines,2003,482397041.1,
St. Vincent and the Grenadines,2004,522544701.9,
St. Vincent and the Grenadines,2005,551431645.5,
St. Vincent and the Grenadines,2006,610778270.1,
St. Vincent and the Grenadines,2007,684049026.4,
St. Vincent and the Grenadines,2008,695428837,
St. Vincent and the Grenadines,2009,674260037.4,
St. Vincent and the Grenadines,2010,680960052,
St. Vincent and the Grenadines,2011,691119761.2,
St. Vincent and the Grenadines,2012,712589074.4,
Sudan,1960,1126281325,
Sudan,1961,1222952779,
Sudan,1962,1328359693,
Sudan,1963,1351362816,
Sudan,1964,1388342551,
Sudan,1965,1446869619,
Sudan,1966,1484348080,
Sudan,1967,1607265944,
Sudan,1968,1677627805,
Sudan,1969,1847501441,
Sudan,1970,2100229759,
Sudan,1971,2288196445,
Sudan,1972,2483055722,
Sudan,1973,3077254460,
Sudan,1974,3958931660,
Sudan,1975,4823090192,
Sudan,1976,6013210816,
Sudan,1977,7498862046,
Sudan,1978,8128719315,
Sudan,1979,8418291282,
Sudan,1980,7617171645,
Sudan,1981,9538009463,
Sudan,1982,9254390431,
Sudan,1983,8465262541,
Sudan,1984,10044297796,
Sudan,1985,12459352088,
Sudan,1986,15966649370,
Sudan,1987,20631192466,
Sudan,1988,15510324099,
Sudan,1989,15295634989,
Sudan,1990,12408648108,
Sudan,1991,11379222223,
Sudan,1992,7031933410,
Sudan,1993,8881009956,
Sudan,1994,12793798349,
Sudan,1995,13830369880,
Sudan,1996,9018303154,
Sudan,1997,11681179553,
Sudan,1998,11250220583,
Sudan,1999,10682027627,
Sudan,2000,12257299163,
Sudan,2001,13182872555,
Sudan,2002,14803423335,
Sudan,2003,17646271397,
Sudan,2004,21457886199,
Sudan,2005,26524992225,
Sudan,2006,35159250985,
